time,signal
0.000592 ,0
0.000596 ,0
0.000600 ,0
0.000604 ,0
0.000608 ,0
0.000612 ,0
0.000616 ,0
0.000620 ,0
0.000624 ,0
0.000628 ,0
0.000632 ,0
0.000636 ,0
0.000640 ,0
0.000644 ,0
0.000648 ,0
0.000652 ,0
0.000656 ,0
0.000660 ,0
0.000664 ,0
0.000668 ,0
0.000672 ,0
0.000676 ,0
0.000680 ,0
0.000684 ,0
0.000688 ,0
0.000692 ,0
0.000696 ,0
0.000700 ,0
0.000704 ,0
0.000708 ,0
0.000712 ,0
0.000716 ,0
0.000720 ,0
0.000724 ,0
0.000728 ,0
0.000732 ,0
0.000736 ,0
0.000740 ,0
0.000744 ,0
0.000748 ,0
0.000752 ,0
0.000756 ,0
0.000760 ,0
0.000764 ,0
0.000768 ,0
0.000772 ,0
0.000776 ,0
0.000780 ,0
0.000784 ,0
0.000788 ,0
0.000792 ,0
0.000796 ,0
0.000800 ,0
0.000804 ,0
0.000808 ,0
0.000812 ,0
0.000816 ,0
0.000820 ,0
0.000824 ,0
0.000828 ,0
0.000832 ,0
0.000836 ,0
0.000840 ,0
0.000844 ,0
0.000848 ,0
0.000852 ,0
0.000856 ,0
0.000860 ,0
0.000864 ,0
0.000868 ,0
0.000872 ,0
0.000876 ,0
0.000880 ,0
0.000884 ,0
0.000888 ,0
0.000892 ,0
0.000896 ,0
0.000900 ,0
0.000904 ,0
0.000908 ,0
0.000912 ,0
0.000916 ,0
0.000920 ,0
0.000924 ,0
0.000928 ,0
0.000932 ,0
0.000936 ,0
0.000940 ,0
0.000944 ,0
0.000948 ,0
0.000952 ,0
0.000956 ,0
0.000960 ,0
0.000964 ,0
0.000968 ,0
0.000972 ,0
0.000976 ,0
0.000980 ,0
0.000984 ,0
0.000988 ,0
0.000992 ,0
0.000996 ,0
0.001000 ,0
0.001004 ,0
0.001008 ,0
0.001012 ,0
0.001016 ,0
0.001020 ,0
0.001024 ,0
0.001028 ,0
0.001032 ,0
0.001036 ,0
0.001040 ,0
0.001044 ,0
0.001048 ,0
0.001052 ,0
0.001056 ,0
0.001060 ,0
0.001064 ,0
0.001068 ,0
0.001072 ,0
0.001076 ,0
0.001080 ,0
0.001084 ,0
0.001088 ,0
0.001092 ,0
0.001096 ,0
0.001100 ,0
0.001104 ,0
0.001108 ,0
0.001112 ,0
0.001116 ,0
0.001120 ,0
0.001124 ,0
0.001128 ,0
0.001132 ,0
0.001136 ,0
0.001140 ,0
0.001144 ,0
0.001148 ,0
0.001152 ,0
0.001156 ,0
0.001160 ,0
0.001164 ,0
0.001168 ,0
0.001172 ,0
0.001176 ,0
0.001180 ,0
0.001184 ,0
0.001188 ,0
0.001192 ,0
0.001196 ,0
0.001200 ,0
0.001204 ,0
0.001208 ,0
0.001212 ,0
0.001216 ,0
0.001220 ,0
0.001224 ,0
0.001228 ,0
0.001232 ,0
0.001236 ,0
0.001240 ,0
0.001244 ,0
0.001248 ,0
0.001252 ,0
0.001256 ,0
0.001260 ,0
0.001264 ,0
0.001268 ,0
0.001272 ,0
0.001276 ,0
0.001280 ,0
0.001284 ,0
0.001288 ,0
0.001292 ,0
0.001296 ,0
0.001300 ,0
0.001304 ,0
0.001308 ,0
0.001312 ,0
0.001316 ,0
0.001320 ,0
0.001324 ,0
0.001328 ,0
0.001332 ,0
0.001336 ,0
0.001340 ,0
0.001344 ,0
0.001348 ,0
0.001352 ,0
0.001356 ,0
0.001360 ,0
0.001364 ,0
0.001368 ,0
0.001372 ,0
0.001376 ,0
0.001380 ,0
0.001384 ,0
0.001388 ,0
0.001392 ,0
0.001396 ,0
0.001400 ,0
0.001404 ,0
0.001408 ,0
0.001412 ,0
0.001416 ,0
0.001420 ,0
0.001424 ,0
0.001428 ,0
0.001432 ,0
0.001436 ,0
0.001440 ,0
0.001444 ,0
0.001448 ,0
0.001452 ,0
0.001456 ,0
0.001460 ,0
0.001464 ,0
0.001468 ,0
0.001472 ,0
0.001476 ,0
0.001480 ,0
0.001484 ,0
0.001488 ,0
0.001492 ,0
0.001496 ,0
0.001500 ,0
0.001504 ,0
0.001508 ,0
0.001512 ,0
0.001516 ,0
0.001520 ,0
0.001524 ,0
0.001528 ,0
0.001532 ,0
0.001536 ,0
0.001540 ,0
0.001544 ,0
0.001548 ,0
0.001552 ,0
0.001556 ,0
0.001560 ,0
0.001564 ,0
0.001568 ,0
0.001572 ,0
0.001576 ,0
0.001580 ,0
0.001584 ,0
0.001588 ,0
0.001592 ,0
0.001596 ,0
0.001600 ,0
0.001604 ,0
0.001608 ,0
0.001612 ,0
0.001616 ,0
0.001620 ,0
0.001624 ,0
0.001628 ,0
0.001632 ,0
0.001636 ,0
0.001640 ,0
0.001644 ,0
0.001648 ,0
0.001652 ,0
0.001656 ,0
0.001660 ,0
0.001664 ,0
0.001668 ,0
0.001672 ,0
0.001676 ,0
0.001680 ,0
0.001684 ,0
0.001688 ,0
0.001692 ,0
0.001696 ,0
0.001700 ,0
0.001704 ,0
0.001708 ,0
0.001712 ,0
0.001716 ,0
0.001720 ,0
0.001724 ,0
0.001728 ,0
0.001732 ,0
0.001736 ,0
0.001740 ,0
0.001744 ,0
0.001748 ,0
0.001752 ,0
0.001756 ,0
0.001760 ,0
0.001764 ,0
0.001768 ,0
0.001772 ,0
0.001776 ,0
0.001780 ,0
0.001784 ,0
0.001788 ,0
0.001792 ,0
0.001796 ,0
0.001800 ,0
0.001804 ,0
0.001808 ,0
0.001812 ,0
0.001816 ,0
0.001820 ,0
0.001824 ,0
0.001828 ,0
0.001832 ,0
0.001836 ,0
0.001840 ,0
0.001844 ,0
0.001848 ,0
0.001852 ,0
0.001856 ,0
0.001860 ,0
0.001864 ,0
0.001868 ,0
0.001872 ,0
0.001876 ,0
0.001880 ,0
0.001884 ,0
0.001888 ,0
0.001892 ,0
0.001896 ,0
0.001900 ,0
0.001904 ,0
0.001908 ,0
0.001912 ,0
0.001916 ,0
0.001920 ,0
0.001924 ,0
0.001928 ,0
0.001932 ,0
0.001936 ,0
0.001940 ,0
0.001944 ,0
0.001948 ,0
0.001952 ,0
0.001956 ,0
0.001960 ,0
0.001964 ,0
0.001968 ,0
0.001972 ,0
0.001976 ,0
0.001980 ,0
0.001984 ,0
0.001988 ,0
0.001992 ,0
0.001996 ,0
0.002000 ,0
0.002004 ,0
0.002008 ,0
0.002012 ,0
0.002016 ,0
0.002020 ,0
0.002024 ,0
0.002028 ,0
0.002032 ,0
0.002036 ,0
0.002040 ,0
0.002044 ,0
0.002048 ,0
0.002052 ,0
0.002056 ,0
0.002060 ,0
0.002064 ,0
0.002068 ,0
0.002072 ,0
0.002076 ,0
0.002080 ,0
0.002084 ,0
0.002088 ,0
0.002092 ,0
0.002096 ,0
0.002100 ,0
0.002104 ,0
0.002108 ,0
0.002112 ,0
0.002116 ,0
0.002120 ,0
0.002124 ,0
0.002128 ,0
0.002132 ,0
0.002136 ,0
0.002140 ,0
0.002144 ,0
0.002148 ,0
0.002152 ,0
0.002156 ,0
0.002160 ,0
0.002164 ,0
0.002168 ,0
0.002172 ,0
0.002176 ,0
0.002180 ,0
0.002184 ,0
0.002188 ,0
0.002192 ,0
0.002196 ,0
0.002200 ,0
0.002204 ,0
0.002208 ,0
0.002212 ,0
0.002216 ,0
0.002220 ,0
0.002224 ,0
0.002228 ,0
0.002232 ,0
0.002236 ,0
0.002240 ,0
0.002244 ,0
0.002248 ,0
0.002252 ,0
0.002256 ,0
0.002260 ,0
0.002264 ,0
0.002268 ,0
0.002272 ,0
0.002276 ,0
0.002280 ,0
0.002284 ,0
0.002288 ,0
0.002292 ,0
0.002296 ,0
0.002300 ,0
0.002304 ,0
0.002308 ,0
0.002312 ,0
0.002316 ,0
0.002320 ,0
0.002324 ,0
0.002328 ,0
0.002332 ,0
0.002336 ,0
0.002340 ,0
0.002344 ,0
0.002348 ,0
0.002352 ,0
0.002356 ,0
0.002360 ,0
0.002364 ,0
0.002368 ,0
0.002372 ,0
0.002376 ,0
0.002380 ,0
0.002384 ,0
0.002388 ,0
0.002392 ,0
0.002396 ,0
0.002400 ,0
0.002404 ,0
0.002408 ,0
0.002412 ,0
0.002416 ,0
0.002420 ,0
0.002424 ,0
0.002428 ,0
0.002432 ,0
0.002436 ,0
0.002440 ,0
0.002444 ,0
0.002448 ,0
0.002452 ,0
0.002456 ,0
0.002460 ,0
0.002464 ,0
0.002468 ,0
0.002472 ,0
0.002476 ,0
0.002480 ,0
0.002484 ,0
0.002488 ,0
0.002492 ,0
0.002496 ,0
0.002500 ,0
0.002504 ,0
0.002508 ,0
0.002512 ,0
0.002516 ,0
0.002520 ,0
0.002524 ,0
0.002528 ,0
0.002532 ,0
0.002536 ,0
0.002540 ,0
0.002544 ,0
0.002548 ,0
0.002552 ,0
0.002556 ,0
0.002560 ,0
0.002564 ,0
0.002568 ,0
0.002572 ,0
0.002576 ,0
0.002580 ,0
0.002584 ,0
0.002588 ,0
0.002592 ,0
0.002596 ,0
0.002600 ,0
0.002604 ,0
0.002608 ,0
0.002612 ,0
0.002616 ,0
0.002620 ,0
0.002624 ,0
0.002628 ,0
0.002632 ,0
0.002636 ,0
0.002640 ,0
0.002644 ,0
0.002648 ,0
0.002652 ,0
0.002656 ,0
0.002660 ,0
0.002664 ,0
0.002668 ,0
0.002672 ,0
0.002676 ,0
0.002680 ,0
0.002684 ,0
0.002688 ,0
0.002692 ,0
0.002696 ,0
0.002700 ,0
0.002704 ,0
0.002708 ,0
0.002712 ,0
0.002716 ,0
0.002720 ,0
0.002724 ,0
0.002728 ,0
0.002732 ,0
0.002736 ,0
0.002740 ,0
0.002744 ,0
0.002748 ,0
0.002752 ,0
0.002756 ,0
0.002760 ,0
0.002764 ,0
0.002768 ,0
0.002772 ,0
0.002776 ,0
0.002780 ,0
0.002784 ,0
0.002788 ,0
0.002792 ,0
0.002796 ,0
0.002800 ,0
0.002804 ,0
0.002808 ,0
0.002812 ,0
0.002816 ,0
0.002820 ,0
0.002824 ,0
0.002828 ,0
0.002832 ,0
0.002836 ,0
0.002840 ,0
0.002844 ,0
0.002848 ,0
0.002852 ,0
0.002856 ,0
0.002860 ,0
0.002864 ,0
0.002868 ,0
0.002872 ,0
0.002876 ,0
0.002880 ,0
0.002884 ,0
0.002888 ,0
0.002892 ,0
0.002896 ,0
0.002900 ,0
0.002904 ,0
0.002908 ,0
0.002912 ,0
0.002916 ,0
0.002920 ,0
0.002924 ,0
0.002928 ,0
0.002932 ,0
0.002936 ,0
0.002940 ,0
0.002944 ,0
0.002948 ,0
0.002952 ,0
0.002956 ,0
0.002960 ,0
0.002964 ,0
0.002968 ,0
0.002972 ,0
0.002976 ,0
0.002980 ,0
0.002984 ,0
0.002988 ,0
0.002992 ,0
0.002996 ,0
0.003000 ,0
0.003004 ,0
0.003008 ,0
0.003012 ,0
0.003016 ,0
0.003020 ,0
0.003024 ,0
0.003028 ,0
0.003032 ,0
0.003036 ,0
0.003040 ,0
0.003044 ,0
0.003048 ,0
0.003052 ,0
0.003056 ,0
0.003060 ,0
0.003064 ,0
0.003068 ,0
0.003072 ,0
0.003076 ,0
0.003080 ,0
0.003084 ,0
0.003088 ,0
0.003092 ,0
0.003096 ,0
0.003100 ,0
0.003104 ,0
0.003108 ,0
0.003112 ,0
0.003116 ,0
0.003120 ,0
0.003124 ,0
0.003128 ,0
0.003132 ,0
0.003136 ,0
0.003140 ,0
0.003144 ,0
0.003148 ,0
0.003152 ,0
0.003156 ,0
0.003160 ,0
0.003164 ,0
0.003168 ,0
0.003172 ,0
0.003176 ,0
0.003180 ,0
0.003184 ,0
0.003188 ,0
0.003192 ,0
0.003196 ,0
0.003200 ,1
0.003204 ,1
0.003208 ,1
0.003212 ,1
0.003216 ,1
0.003220 ,1
0.003224 ,1
0.003228 ,1
0.003232 ,1
0.003236 ,1
0.003240 ,1
0.003244 ,1
0.003248 ,1
0.003252 ,1
0.003256 ,1
0.003260 ,1
0.003264 ,0
0.003268 ,0
0.003272 ,0
0.003276 ,0
0.003280 ,0
0.003284 ,0
0.003288 ,0
0.003292 ,0
0.003296 ,0
0.003300 ,0
0.003304 ,0
0.003308 ,0
0.003312 ,0
0.003316 ,0
0.003320 ,0
0.003324 ,0
0.003328 ,1
0.003332 ,1
0.003336 ,1
0.003340 ,1
0.003344 ,1
0.003348 ,1
0.003352 ,1
0.003356 ,1
0.003360 ,1
0.003364 ,1
0.003368 ,1
0.003372 ,1
0.003376 ,1
0.003380 ,1
0.003384 ,1
0.003388 ,1
0.003392 ,0
0.003396 ,0
0.003400 ,0
0.003404 ,0
0.003408 ,0
0.003412 ,0
0.003416 ,0
0.003420 ,0
0.003424 ,0
0.003428 ,0
0.003432 ,0
0.003436 ,0
0.003440 ,0
0.003444 ,0
0.003448 ,0
0.003452 ,0
0.003456 ,1
0.003460 ,1
0.003464 ,1
0.003468 ,1
0.003472 ,1
0.003476 ,1
0.003480 ,1
0.003484 ,1
0.003488 ,1
0.003492 ,1
0.003496 ,1
0.003500 ,1
0.003504 ,1
0.003508 ,1
0.003512 ,1
0.003516 ,1
0.003520 ,0
0.003524 ,0
0.003528 ,0
0.003532 ,0
0.003536 ,0
0.003540 ,0
0.003544 ,0
0.003548 ,0
0.003552 ,0
0.003556 ,0
0.003560 ,0
0.003564 ,0
0.003568 ,0
0.003572 ,0
0.003576 ,0
0.003580 ,0
0.003584 ,1
0.003588 ,1
0.003592 ,1
0.003596 ,1
0.003600 ,1
0.003604 ,1
0.003608 ,1
0.003612 ,1
0.003616 ,1
0.003620 ,1
0.003624 ,1
0.003628 ,1
0.003632 ,1
0.003636 ,1
0.003640 ,1
0.003644 ,1
0.003648 ,0
0.003652 ,0
0.003656 ,0
0.003660 ,0
0.003664 ,0
0.003668 ,0
0.003672 ,0
0.003676 ,0
0.003680 ,0
0.003684 ,0
0.003688 ,0
0.003692 ,0
0.003696 ,0
0.003700 ,0
0.003704 ,0
0.003708 ,0
0.003712 ,1
0.003716 ,1
0.003720 ,1
0.003724 ,1
0.003728 ,1
0.003732 ,1
0.003736 ,1
0.003740 ,1
0.003744 ,1
0.003748 ,1
0.003752 ,1
0.003756 ,1
0.003760 ,1
0.003764 ,1
0.003768 ,1
0.003772 ,1
0.003776 ,0
0.003780 ,0
0.003784 ,0
0.003788 ,0
0.003792 ,0
0.003796 ,0
0.003800 ,0
0.003804 ,0
0.003808 ,0
0.003812 ,0
0.003816 ,0
0.003820 ,0
0.003824 ,0
0.003828 ,0
0.003832 ,0
0.003836 ,0
0.003840 ,1
0.003844 ,1
0.003848 ,1
0.003852 ,1
0.003856 ,1
0.003860 ,1
0.003864 ,1
0.003868 ,1
0.003872 ,1
0.003876 ,1
0.003880 ,1
0.003884 ,1
0.003888 ,1
0.003892 ,1
0.003896 ,1
0.003900 ,1
0.003904 ,0
0.003908 ,0
0.003912 ,0
0.003916 ,0
0.003920 ,0
0.003924 ,0
0.003928 ,0
0.003932 ,0
0.003936 ,0
0.003940 ,0
0.003944 ,0
0.003948 ,0
0.003952 ,0
0.003956 ,0
0.003960 ,0
0.003964 ,0
0.003968 ,1
0.003972 ,1
0.003976 ,1
0.003980 ,1
0.003984 ,1
0.003988 ,1
0.003992 ,1
0.003996 ,1
0.004000 ,1
0.004004 ,1
0.004008 ,1
0.004012 ,1
0.004016 ,1
0.004020 ,1
0.004024 ,1
0.004028 ,1
0.004032 ,0
0.004036 ,0
0.004040 ,0
0.004044 ,0
0.004048 ,0
0.004052 ,0
0.004056 ,0
0.004060 ,0
0.004064 ,0
0.004068 ,0
0.004072 ,0
0.004076 ,0
0.004080 ,0
0.004084 ,0
0.004088 ,0
0.004092 ,0
0.004096 ,1
0.004100 ,1
0.004104 ,1
0.004108 ,1
0.004112 ,1
0.004116 ,1
0.004120 ,1
0.004124 ,1
0.004128 ,1
0.004132 ,1
0.004136 ,1
0.004140 ,1
0.004144 ,1
0.004148 ,1
0.004152 ,1
0.004156 ,1
0.004160 ,0
0.004164 ,0
0.004168 ,0
0.004172 ,0
0.004176 ,0
0.004180 ,0
0.004184 ,0
0.004188 ,0
0.004192 ,0
0.004196 ,0
0.004200 ,0
0.004204 ,0
0.004208 ,0
0.004212 ,0
0.004216 ,0
0.004220 ,0
0.004224 ,1
0.004228 ,1
0.004232 ,1
0.004236 ,1
0.004240 ,1
0.004244 ,1
0.004248 ,1
0.004252 ,1
0.004256 ,1
0.004260 ,1
0.004264 ,1
0.004268 ,1
0.004272 ,1
0.004276 ,1
0.004280 ,1
0.004284 ,1
0.004288 ,0
0.004292 ,0
0.004296 ,0
0.004300 ,0
0.004304 ,0
0.004308 ,0
0.004312 ,0
0.004316 ,0
0.004320 ,0
0.004324 ,0
0.004328 ,0
0.004332 ,0
0.004336 ,0
0.004340 ,0
0.004344 ,0
0.004348 ,0
0.004352 ,1
0.004356 ,1
0.004360 ,1
0.004364 ,1
0.004368 ,1
0.004372 ,1
0.004376 ,1
0.004380 ,1
0.004384 ,1
0.004388 ,1
0.004392 ,1
0.004396 ,1
0.004400 ,1
0.004404 ,1
0.004408 ,1
0.004412 ,1
0.004416 ,0
0.004420 ,0
0.004424 ,0
0.004428 ,0
0.004432 ,0
0.004436 ,0
0.004440 ,0
0.004444 ,0
0.004448 ,0
0.004452 ,0
0.004456 ,0
0.004460 ,0
0.004464 ,0
0.004468 ,0
0.004472 ,0
0.004476 ,0
0.004480 ,1
0.004484 ,1
0.004488 ,1
0.004492 ,1
0.004496 ,1
0.004500 ,1
0.004504 ,1
0.004508 ,1
0.004512 ,1
0.004516 ,1
0.004520 ,1
0.004524 ,1
0.004528 ,1
0.004532 ,1
0.004536 ,1
0.004540 ,1
0.004544 ,0
0.004548 ,0
0.004552 ,0
0.004556 ,0
0.004560 ,0
0.004564 ,0
0.004568 ,0
0.004572 ,0
0.004576 ,0
0.004580 ,0
0.004584 ,0
0.004588 ,0
0.004592 ,0
0.004596 ,0
0.004600 ,0
0.004604 ,0
0.004608 ,1
0.004612 ,1
0.004616 ,1
0.004620 ,1
0.004624 ,1
0.004628 ,1
0.004632 ,1
0.004636 ,1
0.004640 ,1
0.004644 ,1
0.004648 ,1
0.004652 ,1
0.004656 ,1
0.004660 ,1
0.004664 ,1
0.004668 ,1
0.004672 ,0
0.004676 ,0
0.004680 ,0
0.004684 ,0
0.004688 ,0
0.004692 ,0
0.004696 ,0
0.004700 ,0
0.004704 ,0
0.004708 ,0
0.004712 ,0
0.004716 ,0
0.004720 ,0
0.004724 ,0
0.004728 ,0
0.004732 ,0
0.004736 ,1
0.004740 ,1
0.004744 ,1
0.004748 ,1
0.004752 ,1
0.004756 ,1
0.004760 ,1
0.004764 ,1
0.004768 ,1
0.004772 ,1
0.004776 ,1
0.004780 ,1
0.004784 ,1
0.004788 ,1
0.004792 ,1
0.004796 ,1
0.004800 ,0
0.004804 ,0
0.004808 ,0
0.004812 ,0
0.004816 ,0
0.004820 ,0
0.004824 ,0
0.004828 ,0
0.004832 ,0
0.004836 ,0
0.004840 ,0
0.004844 ,0
0.004848 ,0
0.004852 ,0
0.004856 ,0
0.004860 ,0
0.004864 ,1
0.004868 ,1
0.004872 ,1
0.004876 ,1
0.004880 ,1
0.004884 ,1
0.004888 ,1
0.004892 ,1
0.004896 ,1
0.004900 ,1
0.004904 ,1
0.004908 ,1
0.004912 ,1
0.004916 ,1
0.004920 ,1
0.004924 ,1
0.004928 ,0
0.004932 ,0
0.004936 ,0
0.004940 ,0
0.004944 ,0
0.004948 ,0
0.004952 ,0
0.004956 ,0
0.004960 ,0
0.004964 ,0
0.004968 ,0
0.004972 ,0
0.004976 ,0
0.004980 ,0
0.004984 ,0
0.004988 ,0
0.004992 ,1
0.004996 ,1
0.005000 ,1
0.005004 ,1
0.005008 ,1
0.005012 ,1
0.005016 ,1
0.005020 ,1
0.005024 ,1
0.005028 ,1
0.005032 ,1
0.005036 ,1
0.005040 ,1
0.005044 ,1
0.005048 ,1
0.005052 ,1
0.005056 ,0
0.005060 ,0
0.005064 ,0
0.005068 ,0
0.005072 ,0
0.005076 ,0
0.005080 ,0
0.005084 ,0
0.005088 ,0
0.005092 ,0
0.005096 ,0
0.005100 ,0
0.005104 ,0
0.005108 ,0
0.005112 ,0
0.005116 ,0
0.005120 ,1
0.005124 ,1
0.005128 ,1
0.005132 ,1
0.005136 ,1
0.005140 ,1
0.005144 ,1
0.005148 ,1
0.005152 ,1
0.005156 ,1
0.005160 ,1
0.005164 ,1
0.005168 ,1
0.005172 ,1
0.005176 ,1
0.005180 ,1
0.005184 ,0
0.005188 ,0
0.005192 ,0
0.005196 ,0
0.005200 ,0
0.005204 ,0
0.005208 ,0
0.005212 ,0
0.005216 ,0
0.005220 ,0
0.005224 ,0
0.005228 ,0
0.005232 ,0
0.005236 ,0
0.005240 ,0
0.005244 ,0
0.005248 ,1
0.005252 ,1
0.005256 ,1
0.005260 ,1
0.005264 ,1
0.005268 ,1
0.005272 ,1
0.005276 ,1
0.005280 ,1
0.005284 ,1
0.005288 ,1
0.005292 ,1
0.005296 ,1
0.005300 ,1
0.005304 ,1
0.005308 ,1
0.005312 ,1
0.005316 ,1
0.005320 ,1
0.005324 ,1
0.005328 ,1
0.005332 ,1
0.005336 ,1
0.005340 ,1
0.005344 ,1
0.005348 ,1
0.005352 ,1
0.005356 ,1
0.005360 ,1
0.005364 ,1
0.005368 ,1
0.005372 ,1
0.005376 ,1
0.005380 ,1
0.005384 ,1
0.005388 ,1
0.005392 ,1
0.005396 ,1
0.005400 ,1
0.005404 ,1
0.005408 ,1
0.005412 ,1
0.005416 ,1
0.005420 ,1
0.005424 ,1
0.005428 ,1
0.005432 ,1
0.005436 ,1
0.005440 ,0
0.005444 ,0
0.005448 ,0
0.005452 ,0
0.005456 ,0
0.005460 ,0
0.005464 ,0
0.005468 ,0
0.005472 ,0
0.005476 ,0
0.005480 ,0
0.005484 ,0
0.005488 ,0
0.005492 ,0
0.005496 ,0
0.005500 ,0
0.005504 ,0
0.005508 ,0
0.005512 ,0
0.005516 ,0
0.005520 ,0
0.005524 ,0
0.005528 ,0
0.005532 ,0
0.005536 ,0
0.005540 ,0
0.005544 ,0
0.005548 ,0
0.005552 ,0
0.005556 ,0
0.005560 ,0
0.005564 ,0
0.005568 ,1
0.005572 ,1
0.005576 ,1
0.005580 ,1
0.005584 ,1
0.005588 ,1
0.005592 ,1
0.005596 ,1
0.005600 ,1
0.005604 ,1
0.005608 ,1
0.005612 ,1
0.005616 ,1
0.005620 ,1
0.005624 ,1
0.005628 ,1
0.005632 ,0
0.005636 ,0
0.005640 ,0
0.005644 ,0
0.005648 ,0
0.005652 ,0
0.005656 ,0
0.005660 ,0
0.005664 ,0
0.005668 ,0
0.005672 ,0
0.005676 ,0
0.005680 ,0
0.005684 ,0
0.005688 ,0
0.005692 ,0
0.005696 ,1
0.005700 ,1
0.005704 ,1
0.005708 ,1
0.005712 ,1
0.005716 ,1
0.005720 ,1
0.005724 ,1
0.005728 ,1
0.005732 ,1
0.005736 ,1
0.005740 ,1
0.005744 ,1
0.005748 ,1
0.005752 ,1
0.005756 ,1
0.005760 ,0
0.005764 ,0
0.005768 ,0
0.005772 ,0
0.005776 ,0
0.005780 ,0
0.005784 ,0
0.005788 ,0
0.005792 ,0
0.005796 ,0
0.005800 ,0
0.005804 ,0
0.005808 ,0
0.005812 ,0
0.005816 ,0
0.005820 ,0
0.005824 ,1
0.005828 ,1
0.005832 ,1
0.005836 ,1
0.005840 ,1
0.005844 ,1
0.005848 ,1
0.005852 ,1
0.005856 ,1
0.005860 ,1
0.005864 ,1
0.005868 ,1
0.005872 ,1
0.005876 ,1
0.005880 ,1
0.005884 ,1
0.005888 ,0
0.005892 ,0
0.005896 ,0
0.005900 ,0
0.005904 ,0
0.005908 ,0
0.005912 ,0
0.005916 ,0
0.005920 ,0
0.005924 ,0
0.005928 ,0
0.005932 ,0
0.005936 ,0
0.005940 ,0
0.005944 ,0
0.005948 ,0
0.005952 ,0
0.005956 ,0
0.005960 ,0
0.005964 ,0
0.005968 ,0
0.005972 ,0
0.005976 ,0
0.005980 ,0
0.005984 ,0
0.005988 ,0
0.005992 ,0
0.005996 ,0
0.006000 ,0
0.006004 ,0
0.006008 ,0
0.006012 ,0
0.006016 ,0
0.006020 ,0
0.006024 ,0
0.006028 ,0
0.006032 ,0
0.006036 ,0
0.006040 ,0
0.006044 ,0
0.006048 ,0
0.006052 ,0
0.006056 ,0
0.006060 ,0
0.006064 ,0
0.006068 ,0
0.006072 ,0
0.006076 ,0
0.006080 ,1
0.006084 ,1
0.006088 ,1
0.006092 ,1
0.006096 ,1
0.006100 ,1
0.006104 ,1
0.006108 ,1
0.006112 ,1
0.006116 ,1
0.006120 ,1
0.006124 ,1
0.006128 ,1
0.006132 ,1
0.006136 ,1
0.006140 ,1
0.006144 ,1
0.006148 ,1
0.006152 ,1
0.006156 ,1
0.006160 ,1
0.006164 ,1
0.006168 ,1
0.006172 ,1
0.006176 ,1
0.006180 ,1
0.006184 ,1
0.006188 ,1
0.006192 ,1
0.006196 ,1
0.006200 ,1
0.006204 ,1
0.006208 ,0
0.006212 ,0
